work_year,experience_level,job_title,salary,salary_currency,employment_type,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,Data Engineer,252000,USD,FT,252000,US,0,US,M
2023,SE,Data Engineer,129000,USD,FT,129000,US,0,US,M
2023,SE,Data Analyst,120000,USD,FT,120000,US,100,US,M
2023,SE,Data Analyst,75000,USD,FT,75000,US,100,US,M
2023,MI,Data Scientist,116990,USD,FT,116990,US,100,US,M
2023,MI,Data Scientist,82920,USD,FT,82920,US,100,US,M
2023,SE,Data Scientist,185900,USD,FT,185900,US,0,US,M
2023,SE,Data Scientist,129300,USD,FT,129300,US,0,US,M
2023,MI,Machine Learning Scientist,200000,USD,FT,200000,US,0,US,S
2023,MI,Machine Learning Scientist,125000,USD,FT,125000,US,0,US,S
2023,SE,Data Scientist,201000,USD,FT,201000,US,0,US,M
2023,SE,Data Scientist,122000,USD,FT,122000,US,0,US,M
2023,SE,Machine Learning Engineer,204500,USD,FT,204500,US,0,US,M
2023,SE,Machine Learning Engineer,142200,USD,FT,142200,US,0,US,M
2023,SE,Data Manager,155000,USD,FT,155000,US,0,US,M
2023,SE,Data Manager,140000,USD,FT,140000,US,0,US,M
2023,MI,Machine Learning Infrastructure Engineer,205920,USD,FT,205920,US,0,US,M
2023,MI,Machine Learning Infrastructure Engineer,171600,USD,FT,171600,US,0,US,M
2023,SE,Data Engineer,121500,USD,FT,121500,US,100,US,M
2023,SE,Data Engineer,78000,USD,FT,78000,US,100,US,M
2023,MI,Data Engineer,154000,USD,FT,154000,US,0,US,M
2023,MI,Data Engineer,116000,USD,FT,116000,US,0,US,M
2023,SE,Data Scientist,190000,USD,FT,190000,US,0,US,M
2023,SE,Data Scientist,136000,USD,FT,136000,US,0,US,M
2023,MI,Data Analyst,65000,GBP,FT,78990,GB,100,GB,M
2023,MI,Data Analyst,36050,GBP,FT,43809,GB,100,GB,M
2023,SE,Data Analyst,180000,USD,FT,180000,US,0,US,M
2023,SE,Data Analyst,110000,USD,FT,110000,US,0,US,M
2023,SE,Data Scientist,275300,USD,FT,275300,US,100,US,M
2023,SE,Data Scientist,183000,USD,FT,183000,US,100,US,M
2023,SE,Data Engineer,170000,USD,FT,170000,US,0,US,M
2023,SE,Data Engineer,140000,USD,FT,140000,US,0,US,M
2023,SE,Data Engineer,154000,USD,FT,154000,US,0,US,M
2023,SE,Data Engineer,116000,USD,FT,116000,US,0,US,M
2023,SE,Data Engineer,160000,USD,FT,160000,US,100,US,M
2023,SE,Data Engineer,130000,USD,FT,130000,US,100,US,M
2023,MI,Data Engineer,200000,USD,FT,200000,US,0,US,M
2023,MI,Data Engineer,120000,USD,FT,120000,US,0,US,M
2023,SE,Data Scientist,175000,USD,FT,175000,US,100,US,M
2023,SE,Data Scientist,160000,USD,FT,160000,US,100,US,M
2023,MI,Data Engineer,105000,GBP,FT,127599,GB,0,GB,M
2023,MI,Data Engineer,85000,GBP,FT,103294,GB,0,GB,M
2023,SE,Data Engineer,153600,USD,FT,153600,US,0,US,M
2023,SE,Data Engineer,106800,USD,FT,106800,US,0,US,M
2023,EN,Data Analyst,85000,USD,FT,85000,US,100,US,M
2023,EN,Data Analyst,75000,USD,FT,75000,US,100,US,M
2023,SE,Data Scientist,225000,USD,FT,225000,US,0,US,M
2023,SE,Data Scientist,156400,USD,FT,156400,US,0,US,M
2023,SE,Analytics Engineer,150000,USD,FT,150000,US,0,US,M
2023,SE,Analytics Engineer,120000,USD,FT,120000,US,0,US,M
2023,SE,Machine Learning Engineer,163800,USD,FT,163800,US,0,US,M
2023,SE,Machine Learning Engineer,126000,USD,FT,126000,US,0,US,M
2023,SE,Data Analyst,145000,USD,FT,145000,US,100,US,M
2023,SE,Data Analyst,90000,USD,FT,90000,US,100,US,M
2023,SE,Machine Learning Engineer,204500,USD,FT,204500,US,0,US,M
2023,SE,Machine Learning Engineer,142200,USD,FT,142200,US,0,US,M
2023,SE,Data Analyst,95000,USD,FT,95000,US,0,US,M
2023,SE,Data Analyst,85500,USD,FT,85500,US,0,US,M
2023,SE,Data Engineer,167500,USD,FT,167500,US,0,US,M
2023,SE,Data Engineer,106500,USD,FT,106500,US,0,US,M
2023,SE,Data Engineer,163800,USD,FT,163800,US,0,US,M
2023,SE,Data Engineer,126000,USD,FT,126000,US,0,US,M
2023,MI,Data Analytics Manager,155000,USD,FT,155000,US,0,US,M
2023,MI,Data Analytics Manager,140000,USD,FT,140000,US,0,US,M
2023,SE,Research Scientist,250000,USD,FT,250000,US,0,US,M
2023,SE,Research Scientist,200000,USD,FT,200000,US,0,US,M
2023,SE,Data Scientist,260000,USD,FT,260000,US,0,US,M
2023,SE,Data Scientist,186000,USD,FT,186000,US,0,US,M
2023,SE,Data Engineer,160000,USD,FT,160000,US,100,US,M
2023,SE,Data Engineer,130000,USD,FT,130000,US,100,US,M
2023,SE,Research Scientist,200000,USD,FT,200000,US,0,US,M
2023,SE,Research Scientist,150000,USD,FT,150000,US,0,US,M
2023,SE,Data Scientist,45000,EUR,FT,48289,ES,0,ES,M
2023,SE,Data Scientist,36000,EUR,FT,38631,ES,0,ES,M
2023,SE,Data Scientist,150000,USD,FT,150000,US,0,US,M
2023,SE,Data Scientist,120000,USD,FT,120000,US,0,US,M
2023,EN,Data Analyst,30000,USD,FT,30000,IN,50,IN,M
2023,MI,Research Scientist,185000,USD,FT,185000,US,0,US,M
2023,MI,Research Scientist,125000,USD,FT,125000,US,0,US,M
2022,EN,Data Analyst,34320,USD,PT,34320,US,100,US,S
2022,MI,Business Data Analyst,48000,BRL,FT,9289,BR,100,BR,M
2023,SE,Head of Data,70000,EUR,FT,75116,PT,100,PT,L
2022,EX,Data Science Manager,106000,USD,FT,106000,UZ,0,RU,L
2023,SE,Data Analyst,175000,USD,FT,175000,US,100,US,M
2023,SE,Data Analyst,130000,USD,FT,130000,US,100,US,M
2023,SE,Data Analyst,122000,USD,FT,122000,US,100,US,M
2023,SE,Data Analyst,93800,USD,FT,93800,US,100,US,M
2023,SE,Data Science Manager,150000,USD,FT,150000,MX,100,MX,M
2023,SE,Data Science Manager,90000,USD,FT,90000,MX,100,MX,M
2023,SE,Data Analyst,165000,USD,FT,165000,US,100,US,M
2023,SE,Data Analyst,112000,USD,FT,112000,US,100,US,M
2023,EN,Computer Vision Engineer,220000,USD,FT,220000,US,0,US,M
2023,SE,BI Data Analyst,67000,EUR,FT,71897,DE,100,DE,M
2023,EN,AI Developer,60000,EUR,FT,64385,DE,0,DE,M
2023,SE,Machine Learning Engineer,204500,USD,FT,204500,US,0,US,M
2023,SE,Machine Learning Engineer,142200,USD,FT,142200,US,0,US,M
2023,SE,Data Analyst,1300000,INR,FT,15806,IN,100,IN,S
2023,MI,Machine Learning Engineer,200000,USD,FT,200000,US,0,US,M
2023,MI,Machine Learning Engineer,175000,USD,FT,175000,US,0,US,M
2023,SE,Data Engineer,185900,USD,FT,185900,US,0,US,M
2023,SE,Data Engineer,129300,USD,FT,129300,US,0,US,M
2023,SE,Data Analyst,185900,USD,FT,185900,US,0,US,M
2023,SE,Data Analyst,121700,USD,FT,121700,US,0,US,M
2023,SE,Machine Learning Engineer,204500,USD,FT,204500,US,0,US,M
2023,SE,Machine Learning Engineer,142200,USD,FT,142200,US,0,US,M
2023,MI,Data Scientist,40000,USD,FT,40000,FR,50,FR,L
2023,SE,Data Science Consultant,1000000,THB,FT,29453,TH,50,TH,M
2023,SE,Data Analyst,180180,USD,FT,180180,US,0,US,M
2023,SE,Data Analyst,106020,USD,FT,106020,US,0,US,M
2023,SE,Data Scientist,136000,USD,FT,136000,US,100,US,M
2023,SE,Data Scientist,104000,USD,FT,104000,US,100,US,M
2023,SE,Data Analyst,125000,USD,FT,125000,US,0,US,M
2023,SE,Data Analyst,110000,USD,FT,110000,US,0,US,M
2023,SE,Machine Learning Engineer,153400,USD,FT,153400,US,0,US,M
2023,SE,Machine Learning Engineer,122700,USD,FT,122700,US,0,US,M
2023,EX,Data Engineer,310000,USD,FT,310000,US,100,US,M
2023,EX,Data Engineer,239000,USD,FT,239000,US,100,US,M
2023,SE,Data Analyst,152380,USD,FT,152380,US,0,US,M
2023,SE,Data Analyst,121904,USD,FT,121904,US,0,US,M
2023,SE,Data Scientist,185900,USD,FT,185900,US,0,US,M
2023,SE,Data Scientist,129300,USD,FT,129300,US,0,US,M
2023,SE,Machine Learning Engineer,247500,USD,FT,247500,US,0,US,M
2023,SE,Machine Learning Engineer,172200,USD,FT,172200,US,0,US,M
2023,SE,Data Architect,168400,USD,FT,168400,US,0,US,M
2023,SE,Data Architect,105200,USD,FT,105200,US,0,US,M
2023,SE,Machine Learning Engineer,128280,USD,FT,128280,US,0,US,M
2023,SE,Machine Learning Engineer,106900,USD,FT,106900,US,0,US,M
2022,SE,Lead Data Scientist,192000,USD,FT,192000,US,100,US,L
2023,MI,Data Engineer,140000,USD,FT,140000,US,0,US,M
2023,MI,Data Engineer,100000,USD,FT,100000,US,0,US,M
2023,SE,Research Engineer,100000,EUR,FT,107309,DE,100,DE,S
2023,SE,Research Engineer,80000,EUR,FT,85847,DE,100,DE,S
2023,SE,Machine Learning Engineer,275000,USD,FT,275000,DE,0,DE,M
2023,SE,Machine Learning Engineer,174000,USD,FT,174000,DE,0,DE,M
2023,SE,Data Engineer,139500,USD,FT,139500,US,0,US,M
2023,SE,Data Engineer,109400,USD,FT,109400,US,0,US,M
2023,SE,Machine Learning Engineer,139500,USD,FT,139500,US,0,US,M
2023,SE,Machine Learning Engineer,109400,USD,FT,109400,US,0,US,M
2023,SE,Data Analyst,170500,USD,FT,170500,US,100,US,M
2023,SE,Data Analyst,85000,USD,FT,85000,US,100,US,M
2023,SE,Data Manager,60027,GBP,FT,72946,GB,0,GB,M
2023,SE,Data Manager,44737,GBP,FT,54365,GB,0,GB,M
2023,EX,Head of Data Science,131899,GBP,FT,160288,GB,0,GB,M
2023,EX,Head of Data Science,104891,GBP,FT,127467,GB,0,GB,M
2023,SE,Data Engineer,80000,USD,FT,80000,US,0,US,M
2023,SE,Data Engineer,65000,USD,FT,65000,US,0,US,M
2023,SE,Data Engineer,124740,USD,FT,124740,US,0,US,M
2023,SE,Data Engineer,65488,USD,FT,65488,US,0,US,M
2023,SE,Data Quality Analyst,72200,USD,FT,72200,US,0,US,M
2023,SE,Data Quality Analyst,64980,USD,FT,64980,US,0,US,M
2023,SE,Data Engineer,153600,USD,FT,153600,US,0,US,M
2023,SE,Data Engineer,106800,USD,FT,106800,US,0,US,M
2023,SE,Data Analyst,179975,USD,FT,179975,US,100,US,M
2023,SE,Data Analyst,86466,USD,FT,86466,US,100,US,M
2023,SE,Data Engineer,120000,USD,FT,120000,US,0,US,M
2023,SE,Data Engineer,90000,USD,FT,90000,US,0,US,M
2023,MI,Insight Analyst,42000,GBP,FT,51039,GB,0,GB,M
2023,MI,Insight Analyst,35000,GBP,FT,42533,GB,0,GB,M
2023,SE,Data Scientist,149076,USD,FT,149076,US,0,US,M
2023,SE,Data Scientist,82365,USD,FT,82365,US,0,US,M
2023,SE,Data Analyst,169000,USD,FT,169000,US,0,US,M
2023,SE,Data Analyst,110600,USD,FT,110600,US,0,US,M
2023,SE,Data Science Manager,175000,USD,FT,175000,US,0,US,M
2023,SE,Data Science Manager,120000,USD,FT,120000,US,0,US,M
2023,SE,Data Analyst,230000,USD,FT,230000,US,0,US,M
2023,SE,Data Analyst,180000,USD,FT,180000,US,0,US,M
2023,SE,Data Analyst,153600,USD,FT,153600,US,0,US,M
2023,SE,Data Analyst,106800,USD,FT,106800,US,0,US,M
2023,SE,Data Manager,140000,USD,FT,140000,US,0,US,M
2023,SE,Data Manager,120000,USD,FT,120000,US,0,US,M
2023,SE,Machine Learning Infrastructure Engineer,205920,USD,FT,205920,US,0,US,M
2023,SE,Machine Learning Infrastructure Engineer,171600,USD,FT,171600,US,0,US,M
2023,SE,Data Analyst,165000,USD,FT,165000,US,100,US,M
2023,SE,Data Analyst,125000,USD,FT,125000,US,100,US,M
2023,SE,Data Engineer,265000,USD,FT,265000,US,0,US,M
2023,SE,Data Engineer,185000,USD,FT,185000,US,0,US,M
2023,MI,Applied Machine Learning Engineer,130000,USD,FT,130000,US,0,US,M
2022,EN,Data Scientist,168000,USD,FT,168000,US,100,US,M
2023,MI,AI Scientist,36000,EUR,FT,38631,ES,50,ES,L
2023,SE,Data Analyst,95000,USD,FT,95000,US,0,US,M
2023,SE,Data Analyst,85500,USD,FT,85500,US,0,US,M
2023,SE,Data Scientist,147100,USD,FT,147100,US,0,US,M
2023,SE,Data Scientist,90700,USD,FT,90700,US,0,US,M
2023,SE,Data Engineer,167580,USD,FT,167580,US,0,US,M
2023,SE,Data Engineer,87980,USD,FT,87980,US,0,US,M
2023,SE,Data Engineer,202000,USD,FT,202000,US,100,US,M
2023,SE,Data Engineer,135000,USD,FT,135000,US,100,US,M
2023,SE,Data Engineer,163800,USD,FT,163800,US,0,US,M
2023,SE,Data Engineer,126000,USD,FT,126000,US,0,US,M
2023,SE,Machine Learning Engineer,163800,USD,FT,163800,US,0,US,M
2023,SE,Machine Learning Engineer,126000,USD,FT,126000,US,0,US,M
2023,SE,Data Engineer,104000,USD,FT,104000,US,100,US,M
2023,SE,Data Engineer,65000,USD,FT,65000,US,100,US,M
2023,SE,Research Engineer,230000,USD,FT,230000,US,0,US,M
2023,SE,Research Engineer,148000,USD,FT,148000,US,0,US,M
2023,SE,Machine Learning Engineer,269000,USD,FT,269000,CA,100,CA,M
2023,SE,Machine Learning Engineer,158000,USD,FT,158000,CA,100,CA,M
2023,SE,Analytics Engineer,197000,USD,FT,197000,US,0,US,M
2023,SE,Analytics Engineer,106000,USD,FT,106000,US,0,US,M
2023,MI,Deep Learning Engineer,150000,USD,FT,150000,US,100,US,M
2023,MI,Deep Learning Engineer,100000,USD,FT,100000,US,100,US,M
2023,SE,Data Engineer,290000,USD,FT,290000,US,100,US,M
2023,SE,Data Engineer,210000,USD,FT,210000,US,100,US,M
2023,SE,Data Engineer,192000,USD,FT,192000,US,0,US,M
2023,SE,Data Engineer,172800,USD,FT,172800,US,0,US,M
2023,SE,Data Scientist,300240,USD,FT,300240,US,0,US,M
2023,SE,Data Scientist,200160,USD,FT,200160,US,0,US,M
2023,SE,Data Scientist,300240,USD,FT,300240,US,0,US,M
2023,SE,Data Scientist,200160,USD,FT,200160,US,0,US,M
2023,SE,Analytics Engineer,175000,USD,FT,175000,US,0,US,M
2023,SE,Analytics Engineer,140000,USD,FT,140000,US,0,US,M
2023,SE,Data Manager,169000,USD,FT,169000,US,0,US,M
2023,SE,Data Manager,100000,USD,FT,100000,US,0,US,M
2023,SE,Data Scientist,370000,USD,FT,370000,US,0,US,M
2023,SE,Data Scientist,245000,USD,FT,245000,US,0,US,M
2023,MI,Data Engineer,95000,GBP,FT,115447,GB,100,GB,L
2023,SE,Data Analyst,110000,USD,FT,110000,US,100,US,S
2023,SE,Data Analyst,80000,USD,FT,80000,US,100,US,S
2023,EN,Data Analyst,55000,USD,FT,55000,US,0,US,M
2023,EN,Data Analyst,48000,USD,FT,48000,US,0,US,M
2023,SE,Data Analyst,95000,USD,FT,95000,US,0,US,M
2023,SE,Data Analyst,85000,USD,FT,85000,US,0,US,M
2023,SE,Data Engineer,137500,USD,FT,137500,US,100,US,M
2023,SE,Data Engineer,81500,USD,FT,81500,US,100,US,M
2023,SE,Machine Learning Engineer,323300,USD,FT,323300,US,0,US,M
2023,SE,Machine Learning Engineer,184700,USD,FT,184700,US,0,US,M
2021,MI,AI Scientist,30000,USD,FT,30000,GH,0,GH,S
2023,SE,Machine Learning Engineer,186000,USD,FT,186000,US,100,US,M
2023,SE,Machine Learning Engineer,153088,USD,FT,153088,US,100,US,M
2023,MI,Data Infrastructure Engineer,190000,USD,FT,190000,US,100,US,M
2023,MI,Data Infrastructure Engineer,160000,USD,FT,160000,US,100,US,M
2023,SE,Machine Learning Engineer,200000,USD,FT,200000,US,100,US,M
2023,SE,Machine Learning Engineer,150000,USD,FT,150000,US,100,US,M
2023,MI,Data Infrastructure Engineer,190000,USD,FT,190000,US,0,US,M
2023,MI,Data Infrastructure Engineer,183310,USD,FT,183310,US,0,US,M
2023,SE,Machine Learning Engineer,240000,USD,FT,240000,US,100,US,M
2023,SE,Machine Learning Engineer,180000,USD,FT,180000,US,100,US,M
2023,SE,Machine Learning Engineer,200000,USD,FT,200000,US,100,US,M
2023,SE,Machine Learning Engineer,150000,USD,FT,150000,US,100,US,M
2023,SE,Data Science Manager,299500,USD,FT,299500,US,0,US,M
2023,SE,Data Science Manager,245100,USD,FT,245100,US,0,US,M
2023,SE,Data Engineer,144000,USD,FT,144000,US,100,US,M
2023,SE,Data Engineer,66000,USD,FT,66000,US,100,US,M
2023,MI,Machine Learning Engineer,148500,USD,FT,148500,US,0,US,M
2023,MI,Machine Learning Engineer,126277,USD,FT,126277,US,0,US,M
2023,SE,Data Architect,228000,USD,FT,228000,US,0,US,M
2023,SE,Data Architect,120000,USD,FT,120000,US,0,US,M
2023,SE,Machine Learning Software Engineer,180000,USD,FT,180000,US,0,US,M
2023,SE,Machine Learning Software Engineer,90000,USD,FT,90000,US,0,US,M
2023,SE,Data Scientist,126500,USD,FT,126500,US,0,US,M
2023,SE,Data Scientist,78000,USD,FT,78000,US,0,US,M
2023,SE,Data Engineer,180000,USD,FT,180000,US,0,US,M
2023,SE,Data Engineer,160000,USD,FT,160000,US,0,US,M
2023,SE,Machine Learning Software Engineer,272000,USD,FT,272000,US,0,US,M
2023,SE,Machine Learning Software Engineer,170000,USD,FT,170000,US,0,US,M
2023,MI,Data Analyst,80000,USD,FT,80000,US,0,US,M
2023,MI,Data Analyst,60000,USD,FT,60000,US,0,US,M
2023,SE,Data Engineer,259000,USD,FT,259000,US,100,US,M
2023,SE,Data Engineer,146000,USD,FT,146000,US,100,US,M
2023,SE,Data Engineer,200000,USD,FT,200000,US,0,US,M
2023,SE,Data Engineer,160000,USD,FT,160000,US,0,US,M
2023,EX,Data Engineer,310000,USD,FT,310000,US,100,US,M
2023,EX,Data Engineer,239000,USD,FT,239000,US,100,US,M
2023,SE,Data Analyst,142000,USD,FT,142000,US,100,US,M
2023,SE,Data Analyst,95000,USD,FT,95000,US,100,US,M
2023,SE,Data Scientist,155000,USD,FT,155000,US,0,US,M
2023,SE,Data Scientist,139500,USD,FT,139500,US,0,US,M
2023,MI,Data Engineer,140000,USD,FT,140000,US,100,US,M
2023,MI,Data Engineer,120000,USD,FT,120000,US,100,US,M
2023,SE,Data Engineer,259000,USD,FT,259000,US,100,US,M
2023,SE,Data Engineer,146000,USD,FT,146000,US,100,US,M
2023,MI,Data Analyst,90000,GBP,FT,109371,HR,0,HR,M
2023,MI,Data Analyst,60000,GBP,FT,72914,HR,0,HR,M
2023,EN,Data Analyst,78000,PLN,PT,17779,PL,100,IN,L
2023,EN,Data Scientist,101400,BRL,FT,19522,BR,100,BR,L
2023,SE,Data Science Lead,247500,USD,FT,247500,US,0,US,M
2023,SE,Data Science Lead,172200,USD,FT,172200,US,0,US,M
2023,SE,Data Scientist,225000,USD,FT,225000,US,0,US,M
2023,SE,Data Scientist,156400,USD,FT,156400,US,0,US,M
2023,SE,Data Engineer,139500,USD,FT,139500,US,0,US,M
2023,SE,Data Engineer,109400,USD,FT,109400,US,0,US,M
2023,MI,Data Engineer,125000,USD,FT,125000,US,0,US,M
2023,MI,Data Engineer,90000,USD,FT,90000,US,0,US,M
2023,SE,Machine Learning Infrastructure Engineer,100000,EUR,FT,107309,FR,100,FR,M
2023,SE,Machine Learning Infrastructure Engineer,70000,EUR,FT,75116,FR,100,FR,M
2023,SE,Data Scientist,185900,USD,FT,185900,US,0,US,M
2023,SE,Data Scientist,129300,USD,FT,129300,US,0,US,M
2023,SE,Machine Learning Engineer,139500,USD,FT,139500,US,0,US,M
2023,SE,Machine Learning Engineer,109400,USD,FT,109400,US,0,US,M
2023,SE,Data Analyst,120000,USD,FT,120000,US,100,US,M
2023,SE,Data Analyst,75000,USD,FT,75000,US,100,US,M
2023,SE,Data Analyst,169000,USD,FT,169000,US,0,US,M
2023,SE,Data Analyst,110600,USD,FT,110600,US,0,US,M
2023,SE,Machine Learning Engineer,288000,USD,FT,288000,US,100,US,M
2023,SE,Machine Learning Engineer,140000,USD,FT,140000,US,100,US,M
2023,SE,Machine Learning Engineer,288000,USD,FT,288000,US,100,US,M
2023,SE,Machine Learning Engineer,140000,USD,FT,140000,US,100,US,M
2023,MI,Data Engineer,120000,USD,FT,120000,US,0,US,M
2023,MI,Data Engineer,90000,USD,FT,90000,US,0,US,M
2023,MI,Data Science Lead,60000,GBP,FT,72914,GB,0,GB,M
2023,MI,Data Science Lead,50000,GBP,FT,60761,GB,0,GB,M
2023,SE,Data Scientist,215050,USD,FT,215050,US,100,US,M
2023,SE,Data Scientist,156400,USD,FT,156400,US,100,US,M
2023,SE,Data Architect,198000,USD,FT,198000,US,100,US,M
2023,SE,Data Architect,114000,USD,FT,114000,US,100,US,M
2023,EN,Data Analyst,75000,USD,FT,75000,US,100,US,M
2023,EN,Data Analyst,60000,USD,FT,60000,US,100,US,M
2023,SE,Machine Learning Engineer,204500,USD,FT,204500,US,0,US,M
2023,SE,Machine Learning Engineer,142200,USD,FT,142200,US,0,US,M
2023,SE,Data Scientist,209300,USD,FT,209300,US,100,US,M
2023,SE,Data Scientist,182200,USD,FT,182200,US,100,US,M
2023,SE,Data Manager,140000,USD,FT,140000,US,0,US,M
2023,SE,Data Manager,120000,USD,FT,120000,US,0,US,M
2022,EN,Data Scientist,85000,USD,FT,85000,US,0,US,M
2023,MI,Machine Learning Engineer,40000,GBP,FT,48609,GB,100,GB,M
2023,EN,Research Engineer,120000,USD,FT,120000,GB,100,GB,M
2023,EN,Research Engineer,60000,USD,FT,60000,GB,100,GB,M
2023,SE,Machine Learning Engineer,147100,USD,FT,147100,US,0,US,M
2023,SE,Machine Learning Engineer,90700,USD,FT,90700,US,0,US,M
2023,SE,Data Engineer,230000,USD,FT,230000,US,0,US,M
2023,SE,Data Engineer,170000,USD,FT,170000,US,0,US,M
2023,SE,Data Analyst,227000,USD,FT,227000,US,0,US,M
2023,SE,Data Analyst,108000,USD,FT,108000,US,0,US,M
2023,SE,Data Engineer,180000,USD,FT,180000,US,100,US,M
2023,SE,Data Engineer,160000,USD,FT,160000,US,100,US,M
2023,SE,Data Architect,180000,USD,FT,180000,US,100,US,M
2023,SE,Data Architect,160000,USD,FT,160000,US,100,US,M
2023,SE,Data Engineer,180000,USD,FT,180000,US,0,US,M
2023,SE,Data Engineer,130000,USD,FT,130000,US,0,US,M
2023,SE,Data Analyst,52000,EUR,FT,55800,ES,100,ES,M
2023,SE,Data Analyst,48000,EUR,FT,51508,ES,100,ES,M
2023,EN,Data Analyst,60000,USD,FT,60000,US,100,US,L
2023,EN,Data Analyst,50000,USD,FT,50000,KW,50,US,L
2023,SE,Data Engineer,226700,USD,FT,226700,US,0,US,M
2023,SE,Data Engineer,133300,USD,FT,133300,US,0,US,M
2023,SE,Data Engineer,252000,USD,FT,252000,US,0,US,M
2023,SE,Data Engineer,129000,USD,FT,129000,US,0,US,M
2023,SE,Big Data Architect,124999,GBP,FT,151902,GB,100,GB,L
2023,EN,Data Scientist,800000,INR,FT,9727,IN,0,IN,L
2023,SE,Data Analyst,80000,USD,FT,80000,US,0,US,M
2023,SE,Data Analyst,52500,USD,FT,52500,US,0,US,M
2023,SE,Data Engineer,250000,USD,FT,250000,US,100,US,M
2023,SE,Data Engineer,162500,USD,FT,162500,US,100,US,M
2023,EN,Data Analyst,85000,USD,FT,85000,US,100,US,M
2023,EN,Data Analyst,75000,USD,FT,75000,US,100,US,M
2023,SE,Data Analyst,153600,USD,FT,153600,US,0,US,M
2023,SE,Data Analyst,106800,USD,FT,106800,US,0,US,M
2023,MI,Data Analyst,165000,USD,FT,165000,US,0,US,M
2023,MI,Data Analyst,124000,USD,FT,124000,US,0,US,M
2023,SE,Data Analyst,115934,USD,FT,115934,US,100,US,M
2023,SE,Data Analyst,81666,USD,FT,81666,US,100,US,M
2023,SE,Data Engineer,167580,USD,FT,167580,US,0,US,M
2023,SE,Data Engineer,87980,USD,FT,87980,US,0,US,M
2023,SE,Data Engineer,250000,USD,FT,250000,US,100,US,M
2023,SE,Data Engineer,63000,USD,FT,63000,US,100,US,M
2023,SE,Research Scientist,253750,USD,FT,253750,ES,0,ES,M
2023,SE,Research Scientist,169200,USD,FT,169200,ES,0,ES,M
2023,SE,Research Scientist,253750,USD,FT,253750,ES,0,ES,M
2023,SE,Research Scientist,169200,USD,FT,169200,ES,0,ES,M
2023,MI,Data Scientist,170000,USD,FT,170000,US,0,US,M
2023,MI,Data Scientist,120000,USD,FT,120000,US,0,US,M
2023,SE,Data Engineer,124740,USD,FT,124740,US,0,US,M
2023,SE,Data Engineer,65488,USD,FT,65488,US,0,US,M
2023,SE,Data Engineer,213580,USD,FT,213580,US,100,US,M
2023,SE,Data Engineer,163625,USD,FT,163625,US,100,US,M
2023,EN,Data Engineer,12000,USD,FT,12000,VN,0,VN,L
2022,SE,Machine Learning Software Engineer,375000,USD,FT,375000,US,100,US,M
2023,SE,Data Engineer,95000,EUR,FT,101943,IE,100,IE,M
2023,MI,Product Data Analyst,1350000,INR,FT,16414,IN,100,IN,L
2023,SE,Machine Learning Engineer,220000,USD,FT,220000,US,0,US,M
2023,SE,Machine Learning Engineer,170000,USD,FT,170000,US,0,US,M
2023,EX,Data Engineer,235000,USD,FT,235000,US,0,US,M
2023,EX,Data Engineer,210000,USD,FT,210000,US,0,US,M
2023,SE,Data Architect,180000,USD,FT,180000,US,100,US,M
2023,SE,Data Architect,115000,USD,FT,115000,US,100,US,M
2023,SE,Data Architect,200000,USD,FT,200000,US,100,US,M
2023,SE,Data Architect,115000,USD,FT,115000,US,100,US,M
2023,SE,Data Science Manager,231250,USD,FT,231250,US,100,US,M
2023,SE,Data Science Manager,138750,USD,FT,138750,US,100,US,M
2023,SE,Machine Learning Engineer,284310,USD,FT,284310,US,0,US,M
2023,SE,Machine Learning Engineer,153090,USD,FT,153090,US,0,US,M
2023,SE,Data Engineer,160000,USD,FT,160000,US,100,US,M
2023,SE,Data Engineer,75000,USD,FT,75000,US,100,US,M
2023,MI,Data Analyst,125000,USD,FT,125000,US,0,US,M
2023,MI,Data Analyst,105000,USD,FT,105000,US,0,US,M
2023,MI,Data Analyst,90000,GBP,FT,109371,GB,0,GB,M
2023,MI,Data Analyst,70000,GBP,FT,85066,GB,0,GB,M
2023,EN,Data Analyst,55000,USD,FT,55000,US,0,US,M
2023,EN,Data Analyst,48000,USD,FT,48000,US,0,US,M
2023,EN,Data Analyst,100000,USD,FT,100000,US,50,US,M
2023,SE,Data Science Lead,225900,USD,FT,225900,US,0,US,M
2023,SE,Data Science Lead,156400,USD,FT,156400,US,0,US,M
2023,SE,Data Engineer,250000,USD,FT,250000,US,100,US,M
2023,SE,Data Engineer,162500,USD,FT,162500,US,100,US,M
2023,SE,Machine Learning Engineer,318300,USD,FT,318300,US,100,US,M
2023,SE,Machine Learning Engineer,188800,USD,FT,188800,US,100,US,M
2023,SE,Data Analyst,385000,USD,FT,385000,US,0,US,M
2023,SE,Data Analyst,60000,USD,FT,60000,US,0,US,M
2023,MI,Data Analyst,110000,USD,FT,110000,US,100,US,M
2023,MI,Data Analyst,95000,USD,FT,95000,US,100,US,M
2023,SE,Data Scientist,145000,USD,FT,145000,US,100,US,M
2023,SE,Data Scientist,135000,USD,FT,135000,US,100,US,M
2023,SE,Data Analyst,180180,USD,FT,180180,US,0,US,M
2023,SE,Data Analyst,106020,USD,FT,106020,US,0,US,M
2023,SE,Data Analyst,93919,USD,FT,93919,US,100,US,M
2023,SE,Data Analyst,51962,USD,FT,51962,US,100,US,M
